Year,Statistic,Name(s),Team(s),#,Date of Birth
1993,On Base Percentage,John Olerud,Toronto,.478,08-05-1968  (Leo)
1993,RBI,Albert Belle,Cleveland,129,08-25-1966  (Virgo)
1993,Runs,Rafael Palmeiro,Texas,124,09-24-1964  (Libra)
1993,Slugging Average,Juan Gonzalez,Texas,.632,10-20-1969  (Libra)
1993,Stolen Bases,Kenny Lofton,Cleveland,70,05-31-1967  (Gemini)
1993,Total Bases,"Ken Griffey, Jr.",Seattle,359,11-21-1969  (Scorpio)
1993,Triples,Lance Johnson,Chicago,14,07-06-1963  (Cancer)
1994,Base on Balls,Frank Thomas,Chicago,109,05-27-1968  (Gemini)
1994,Batting Average,Paul O'Neill,New York,.359,02-25-1963  (Pisces)
1994,Doubles,Chuck Knoblauch,Minnesota,45,07-07-1968  (Cancer)
1994,Hits,Kenny Lofton,Cleveland,160,05-31-1967  (Gemini)
1994,Home Runs,"Ken Griffey, Jr.",Seattle,40,11-21-1969  (Scorpio)
1994,On Base Percentage,Frank Thomas,Chicago,.494,05-27-1968  (Gemini)
1994,RBI,Kirby Puckett,Minnesota,112,03-14-1960  (Pisces)
1994,Runs,Frank Thomas,Chicago,106,05-27-1968  (Gemini)
1994,Slugging Average,Frank Thomas,Chicago,.729,05-27-1968  (Gemini)
1994,Stolen Bases,Kenny Lofton,Cleveland,60,05-31-1967  (Gemini)
1994,Total Bases,Albert Belle,Cleveland,294,08-25-1966  (Virgo)
1994,Triples,Lance Johnson,Chicago,14,07-06-1963  (Cancer)
1995,Base on Balls,Frank Thomas,Chicago,136,05-27-1968  (Gemini)
1995,Batting Average,Edgar Martinez,Seattle,.356,01-02-1963  (Capricorn)
1995,Doubles,Albert Belle,Cleveland,52,08-25-1966  (Virgo)
1995,Hits,Lance Johnson,Chicago,186,07-06-1963  (Cancer)
1995,Home Runs,Albert Belle,Cleveland,50,08-25-1966  (Virgo)
1995,On Base Percentage,Edgar Martinez,Seattle,.482,01-02-1963  (Capricorn)
1995,RBI,Albert Belle,Cleveland,126,08-25-1966  (Virgo)
1995,Runs,Albert Belle,Cleveland,121,08-25-1966  (Virgo)
1995,Slugging Average,Albert Belle,Cleveland,.690,08-25-1966  (Virgo)
1995,Stolen Bases,Kenny Lofton,Cleveland,54,05-31-1967  (Gemini)
1995,Total Bases,Albert Belle,Cleveland,377,08-25-1966  (Virgo)
1995,Triples,Kenny Lofton,Cleveland,13,05-31-1967  (Gemini)
1996,Base on Balls,Tony Phillips,Chicago,125,04-25-1959  (Taurus)
1996,Batting Average,Alex Rodriguez,Seattle,.358,07-27-1975  (Leo)
1996,Doubles,Alex Rodriguez,Seattle,54,07-27-1975  (Leo)
1996,Hits,Paul Molitor,Minnesota,225,08-22-1956  (Leo)
1996,Home Runs,Mark McGwire,Oakland,52,10-01-1963  (Libra)
1996,On Base Percentage,Mark McGwire,Oakland,.468,10-01-1963  (Libra)
1996,RBI,Albert Belle,Cleveland,148,08-25-1966  (Virgo)
1996,Runs,Alex Rodriguez,Seattle,141,07-27-1975  (Leo)
1996,Slugging Average,Mark McGwire,Oakland,.730,10-01-1963  (Libra)
1996,Stolen Bases,Kenny Lofton,Cleveland,75,05-31-1967  (Gemini)
1996,Total Bases,Alex Rodriguez,Seattle,379,07-27-1975  (Leo)
1996,Triples,Chuck Knoblauch,Minnesota,14,07-07-1968  (Cancer)
1997,Base on Balls,Jim Thome,Cleveland,120,08-27-1970  (Virgo)
1997,Batting Average,Frank Thomas,Chicago,.347,05-27-1968  (Gemini)
1997,Doubles,John Valentin,Boston,47,02-18-1967  (Aquarius)
1997,Hits,Nomar Garciaparra,Boston,209,07-23-1973  (Leo)
1997,Home Runs,"Ken Griffey, Jr.",Seattle,56,11-21-1969  (Scorpio)
1997,On Base Percentage,Frank Thomas,Chicago,.461,05-27-1968  (Gemini)
1997,RBI,"Ken Griffey, Jr.",Seattle,147,11-21-1969  (Scorpio)
1997,Runs,"Ken Griffey, Jr.",Seattle,125,11-21-1969  (Scorpio)
1997,Slugging Average,"Ken Griffey, Jr.",Seattle,.646,11-21-1969  (Scorpio)
1997,Stolen Bases,Brian Hunter,Detroit,74,03-05-1971  (Pisces)
1997,Total Bases,"Ken Griffey, Jr.",Seattle,393,11-21-1969  (Scorpio)
1997,Triples,Nomar Garciaparra,Boston,11,07-23-1973  (Leo)
1998,Base on Balls,Rickey Henderson,Oakland,118,12-25-1958  (Capricorn)
1998,Batting Average,Bernie Williams,New York,.339,09-13-1968  (Virgo)
1998,Doubles,Juan Gonzalez,Texas,50,10-20-1969  (Libra)
1998,Hits,Alex Rodriguez,Seattle,213,07-27-1975  (Leo)
1998,Home Runs,"Ken Griffey, Jr.",Seattle,56,11-21-1969  (Scorpio)
1998,On Base Percentage,Edgar Martinez,Seattle,.433,01-02-1963  (Capricorn)
1998,RBI,Juan Gonzalez,Texas,157,10-20-1969  (Libra)
1998,Runs,Derek Jeter,New York,127,06-26-1974  (Cancer)
1998,Slugging Average,Albert Belle,Chicago,.655,08-25-1966  (Virgo)
1998,Stolen Bases,Rickey Henderson,Oakland,66,12-25-1958  (Capricorn)
1998,Total Bases,Albert Belle,Chicago,399,08-25-1966  (Virgo)
1998,Triples,Jose Offerman,Kansas City,13,11-08-1968  (Scorpio)
1999,Base on Balls,Jim Thome,Cleveland,127,08-27-1970  (Virgo)
1999,Batting Average,Nomar Garciaparra,Boston,.357,07-23-1973  (Leo)
1999,Doubles,Shawn Green,Toronto,45,11-10-1972  (Scorpio)
1999,Hits,Derek Jeter,New York,219,06-26-1974  (Cancer)
1999,Home Runs,"Ken Griffey, Jr.",Seattle,48,11-21-1969  (Scorpio)
1999,On Base Percentage,Edgar Martinez,Seattle,.447,01-02-1963  (Capricorn)
1999,RBI,Manny Ramirez,Cleveland,165,05-30-1972  (Gemini)
1999,Runs,Roberto Alomar,Cleveland,138,02-05-1968  (Aquarius)
1999,Slugging Average,Manny Ramirez,Cleveland,.663,05-30-1972  (Gemini)
1999,Stolen Bases,Brian Hunter,Seattle,44,03-05-1971  (Pisces)
1999,Total Bases,Shawn Green,Toronto,361,11-10-1972  (Scorpio)
1999,Triples,Jose Offerman,Boston,11,11-08-1968  (Scorpio)
2000,Base on Balls,Jason Giambi,Oakland,137,01-08-1971  (Capricorn)
2000,Batting Average,Nomar Garciaparra,Boston,.372,07-23-1973  (Leo)
2000,Doubles,Carlos Delgado,Toronto,57,06-25-1972  (Cancer)
2000,Hits,Darin Erstad,Anaheim,240,06-04-1974  (Gemini)
2000,Home Runs,Troy Glaus,Anaheim,47,08-03-1976  (Leo)
2000,On Base Percentage,Jason Giambi,Oakland,.476,01-08-1971  (Capricorn)
2000,RBI,Edgar Martinez,Seattle,145,01-02-1963  (Capricorn)
2000,Runs,Johnny Damon,Kansas City,136,11-05-1973  (Scorpio)
2000,Slugging Average,Manny Ramirez,Cleveland,.697,05-30-1972  (Gemini)
2000,Stolen Bases,Johnny Damon,Kansas City,46,11-05-1973  (Scorpio)
2000,Total Bases,Carlos Delgado,Toronto,378,06-25-1972  (Cancer)
2000,Triples,Cristian Guzman,Minnesota,20,03-21-1978  (Aries)
2001,Base on Balls,Jason Giambi,Oakland,129,01-08-1971  (Capricorn)
2001,Batting Average,Ichiro Suzuki,Seattle,.350,10-22-1973  (Libra)
2001,Doubles,Jason Giambi,Oakland,47,01-08-1971  (Capricorn)
2001,Hits,Ichiro Suzuki,Seattle,242,10-22-1973  (Libra)
2001,Home Runs,Alex Rodriguez,Texas,52,07-27-1975  (Leo)
2001,On Base Percentage,Jason Giambi,Oakland,.477,01-08-1971  (Capricorn)
2001,RBI,Bret Boone,Seattle,141,04-06-1969  (Aries)
2001,Runs,Alex Rodriguez,Texas,133,07-27-1975  (Leo)
2001,Slugging Average,Jason Giambi,Oakland,.660,01-08-1971  (Capricorn)
2001,Stolen Bases,Ichiro Suzuki,Seattle,56,10-22-1973  (Libra)
2001,Total Bases,Alex Rodriguez,Texas,393,07-27-1975  (Leo)
2001,Triples,Cristian Guzman,Minnesota,14,03-21-1978  (Aries)
2002,Base on Balls,Jim Thome,Cleveland,122,08-27-1970  (Virgo)
2002,Batting Average,Manny Ramirez,Boston,.349,05-30-1972  (Gemini)
2002,Doubles,Garret Anderson,Anaheim,56,06-30-1972  (Cancer)
2002,Hits,Alfonso Soriano,New York,209,01-07-1976  (Capricorn)
2002,Home Runs,Alex Rodriguez,Texas,57,07-27-1975  (Leo)
2002,On Base Percentage,Manny Ramirez,Boston,.450,05-30-1972  (Gemini)
2002,RBI,Alex Rodriguez,Texas,142,07-27-1975  (Leo)
2002,Runs,Alfonso Soriano,New York,128,01-07-1976  (Capricorn)
2002,Slugging Average,Jim Thome,Cleveland,.677,08-27-1970  (Virgo)
2002,Stolen Bases,Alfonso Soriano,New York,41,01-07-1976  (Capricorn)
2002,Total Bases,Alex Rodriguez,Texas,389,07-27-1975  (Leo)
2002,Triples,Johnny Damon,Boston,11,11-05-1973  (Scorpio)
2003,Base on Balls,Jason Giambi,New York,129,01-08-1971  (Capricorn)
2003,Batting Average,Bill Mueller,Boston,.326,03-17-1971  (Pisces)
2003,Doubles,Garret Anderson,Anaheim,49,06-30-1972  (Cancer)
2003,Hits,Vernon Wells,Toronto,215,12-08-1978  (Sagittarius)
2003,Home Runs,Alex Rodriguez,Texas,47,07-27-1975  (Leo)
2003,On Base Percentage,Manny Ramirez,Boston,.427,05-30-1972  (Gemini)
2003,RBI,Carlos Delgado,Toronto,145,06-25-1972  (Cancer)
2003,Runs,Alex Rodriguez,Texas,124,07-27-1975  (Leo)
2003,Slugging Average,Alex Rodriguez,Texas,.600,07-27-1975  (Leo)
2003,Stolen Bases,Carl Crawford,Tampa Bay,55,08-05-1981  (Leo)
2003,Total Bases,Vernon Wells,Toronto,373,12-08-1978  (Sagittarius)
2003,Triples,Cristian Guzman,Minnesota,14,03-21-1978  (Aries)
2004,Base on Balls,Eric Chavez,Oakland,95,12-07-1977  (Sagittarius)
2004,Batting Average,Ichiro Suzuki,Seattle,.372,10-22-1973  (Libra)
2004,Doubles,Brian Roberts,Baltimore,50,10-09-1977  (Libra)
2004,Hits,Ichiro Suzuki,Seattle,262,10-22-1973  (Libra)
2004,Home Runs,Manny Ramirez,Boston,43,05-30-1972  (Gemini)
2004,On Base Percentage,Melvin Mora,Baltimore,.419,02-07-1972  (Aquarius)
2004,RBI,Miguel Tejada,Baltimore,150,05-25-1974  (Gemini)
2004,Runs,Vladimir Guerrero,Anaheim,124,02-09-1975  (Aquarius)
2004,Slugging Average,Manny Ramirez,Boston,.613,05-30-1972  (Gemini)
2004,Stolen Bases,Carl Crawford,Tampa Bay,59,08-05-1981  (Leo)
2004,Total Bases,Vladimir Guerrero,Anaheim,366,02-09-1975  (Aquarius)
2004,Triples,Carl Crawford,Tampa Bay,19,08-05-1981  (Leo)
2005,Base on Balls,Jason Giambi,New York,108,01-08-1971  (Capricorn)
2005,Batting Average,Michael Young,Texas,.331,10-19-1976  (Libra)
2005,Doubles,Miguel Tejada,Baltimore,50,05-25-1974  (Gemini)
2005,Hits,Michael Young,Texas,221,10-19-1976  (Libra)
2005,Home Runs,Alex Rodriguez,New York,48,07-27-1975  (Leo)
2005,On Base Percentage,Jason Giambi,New York,.440,01-08-1971  (Capricorn)
2005,RBI,David Ortiz,Boston,148,11-18-1975  (Scorpio)
2005,Runs,Alex Rodriguez,New York,124,07-27-1975  (Leo)
2005,Slugging Average,Alex Rodriguez,New York,.610,07-27-1975  (Leo)
2005,Stolen Bases,Chone Figgins,Los Angeles,62,01-22-1978  (Aquarius)
2005,Total Bases,Mark Teixeira,Texas,370,04-11-1980  (Aries)
2005,Triples,Carl Crawford,Tampa Bay,15,08-05-1981  (Leo)
2006,Base on Balls,David Ortiz,Boston,119,11-18-1975  (Scorpio)
2006,Batting Average,Joe Mauer,Minnesota,.347,04-19-1983  (Aries)
2006,Doubles,Grady Sizemore,Cleveland,53,08-02-1982  (Leo)
2006,Hits,Ichiro Suzuki,Seattle,224,10-22-1973  (Libra)
2006,Home Runs,David Ortiz,Boston,54,11-18-1975  (Scorpio)
2006,On Base Percentage,Manny Ramirez,Boston,.439,05-30-1972  (Gemini)
2006,RBI,David Ortiz,Boston,137,11-18-1975  (Scorpio)
2006,Runs,Grady Sizemore,Cleveland,134,08-02-1982  (Leo)
2006,Slugging Average,Travis Hafner,Cleveland,.659,06-03-1977  (Gemini)
2006,Stolen Bases,Carl Crawford,Tampa Bay,58,08-05-1981  (Leo)
2006,Total Bases,David Ortiz,Boston,355,11-18-1975  (Scorpio)
2006,Triples,Carl Crawford,Tampa Bay,16,08-05-1981  (Leo)
2007,Base on Balls,David Ortiz,Boston,111,11-18-1975  (Scorpio)
2007,Batting Average,Magglio Ordonez,Detroit,.363,01-28-1974  (Aquarius)
2007,Doubles,Magglio Ordonez,Detroit,54,01-28-1974  (Aquarius)
2007,Hits,Ichiro Suzuki,Seattle,238,10-22-1973  (Libra)
2007,Home Runs,Alex Rodriguez,New York,54,07-27-1975  (Leo)
2007,On Base Percentage,David Ortiz,Boston,.445,11-18-1975  (Scorpio)
2007,RBI,Alex Rodriguez,New York,156,07-27-1975  (Leo)
2007,Runs,Alex Rodriguez,New York,143,07-27-1975  (Leo)
2007,Slugging Average,Alex Rodriguez,New York,.645,07-27-1975  (Leo)
2007,Stolen Bases,Carl Crawford,Tampa Bay,50,08-05-1981  (Leo)
2007,Total Bases,Alex Rodriguez,New York,376,07-27-1975  (Leo)
2007,Triples,Curtis Granderson,Detroit,23,03-16-1981  (Pisces)
2008,Base on Balls,Jack Cust,Oakland,111,01-07-1979  (Capricorn)
2008,Batting Average,Joe Mauer,Minnesota,.330,04-19-1983  (Aries)
2008,Doubles,Dustin Pedroia,Boston,54,08-17-1983  (Leo)
2008,Hits,Dustin Pedroia,Boston,213,08-17-1983  (Leo)
2008,Home Runs,Miguel Cabrera,Detroit,37,04-18-1983  (Aries)
2008,On Base Percentage,Milton Bradley,Texas,.436,04-15-1978  (Aries)
2008,RBI,Josh Hamilton,Texas,130,05-21-1981  (Taurus)
2008,Runs,Dustin Pedroia,Boston,118,08-17-1983  (Leo)
2008,Slugging Average,Alex Rodriguez,New York,.573,07-27-1975  (Leo)
2008,Stolen Bases,Jacoby Ellsbury,Boston,50,09-11-1983  (Virgo)
2008,Total Bases,Josh Hamilton,Texas,331,05-21-1981  (Taurus)
2008,Triples,Curtis Granderson,Detroit,13,03-16-1981  (Pisces)
2009,Base on Balls,Chone Figgins,Los Angeles,101,01-22-1978  (Aquarius)
2009,Batting Average,Joe Mauer,Minnesota,.365,04-19-1983  (Aries)
2009,Doubles,Brian Roberts,Baltimore,56,10-09-1977  (Libra)
2009,Hits,Ichiro Suzuki,Seattle,225,10-22-1973  (Libra)
2009,Home Runs,Carlos Pena,Tampa Bay,39,05-17-1978  (Taurus)
2009,On Base Percentage,Joe Mauer,Minnesota,.444,04-19-1983  (Aries)
2009,RBI,Mark Teixeira,New York,122,04-11-1980  (Aries)
2009,Runs,DustinPedroia,Boston,115,08-17-1983  (Leo)
2009,Slugging Average,Joe Mauer,Minnesota,.587,04-19-1983  (Aries)
2009,Stolen Bases,Jacoby Ellsbury,Boston,70,09-11-1983  (Virgo)
2009,Total Bases,Mark Teixeira,New York,344,04-11-1980  (Aries)
2009,Triples,Jacoby Ellsbury,Boston,10,09-11-1983  (Virgo)
2010,Base on Balls,Daric Barton,Oakland,110,08-16-1985  (Leo)
2010,Batting Average,Josh Hamilton,Texas,.359,05-21-1981  (Taurus)
2010,Doubles,Adrian Beltre,Boston,49,04-07-1979  (Aries)
2010,Hits,Ichiro Suzuki,Seattle,214,10-22-1973  (Libra)
2010,Home Runs,Jose Bautista,Toronto,54,10-19-1980  (Libra)
2010,On Base Percentage,Miguel Cabrera,Detroit,.420,04-18-1983  (Aries)
2010,RBI,Miguel Cabrera,Detroit,126,04-18-1983  (Aries)
2010,Runs,Mark Teixeira,New York,113,04-11-1980  (Aries)
2010,Slugging Average,Josh Hamilton,Texas,.633,05-21-1981  (Taurus)
2010,Stolen Bases,Juan Pierre,Chicago,68,08-14-1977  (Leo)
2010,Total Bases,Jose Bautista,Toronto,351,10-19-1980  (Libra)
2010,Triples,Carl Crawford,Tampa Bay,13,08-05-1981  (Leo)
2011,Base on Balls,Jose Bautista,Toronto,132,10-19-1980  (Libra)
2011,Batting Average,Miguel Cabrera,Detroit,.344,04-18-1983  (Aries)
2011,Doubles,Miguel Cabrera,Detroit,48,04-18-1983  (Aries)
2011,Hits,Adrian Gonzalez,Boston,213,05-08-1982  (Taurus)
2011,Home Runs,Jose Bautista,Toronto,43,10-19-1980  (Libra)
2011,On Base Percentage,Miguel Cabrera,Detroit,.448,04-18-1983  (Aries)
2011,RBI,Curtis Granderson,New York,119,03-16-1981  (Pisces)
2011,Runs,Curtis Granderson,New York,136,03-16-1981  (Pisces)
2011,Slugging Average,Jose Bautista,Toronto,.608,10-19-1980  (Libra)
2011,Stolen Bases,Coco Crisp,Oakland,49,11-01-1979  (Scorpio)
2011,Total Bases,Jacoby Ellsbury,Boston,364,09-11-1983  (Virgo)
2011,Triples,Peter Bourjos,Los Angeles,11,03-31-1987  (Aries)
2012,Base on Balls,Adam Dunn,Chicago,105,11-09-1979  (Scorpio)
2012,Batting Average,Miguel Cabrera,Detroit,.330,04-18-1983  (Aries)
2012,Doubles,Alex Gordon,Kansas City,51,02-10-1984  (Aquarius)
2012,Hits,Derek Jeter,New York,216,06-26-1974  (Cancer)
2012,Home Runs,Miguel Cabrera,Detroit,44,04-18-1983  (Aries)
2012,On Base Percentage,Joe Mauer,Minnesota,.416,04-19-1983  (Aries)
2012,RBI,Miguel Cabrera,Detroit,139,04-18-1983  (Aries)
2012,Runs,Mike Trout,Los Angeles,129,08-07-1991  (Leo)
2012,Slugging Average,Miguel Cabrera,Detroit,.606,04-18-1983  (Aries)
2012,Stolen Bases,Mike Trout,Los Angeles,49,08-07-1991  (Leo)
2012,Total Bases,Miguel Cabrera,Detroit,377,04-18-1983  (Aries)
2012,Triples,Austin Jackson,Detroit,10,02-01-1987  (Aquarius)
2013,Base on Balls,Mike Trout,Los Angeles,110,08-07-1991  (Leo)
2013,Batting Average,Miguel Cabrera,Detroit,.348,04-18-1983  (Aries)
2013,Doubles,Manny Machado,Baltimore,51,07-06-1992  (Cancer)
2013,Hits,Adrian Beltre,Texas,199,04-07-1979  (Aries)
2013,Home Runs,Chris Davis,Baltimore,53,03-17-1986  (Pisces)
2013,On Base Percentage,Miguel Cabrera,Detroit,.442,04-18-1983  (Aries)
2013,RBI,Chris Davis,Baltimore,138,03-17-1986  (Pisces)
2013,Runs,Mike Trout,Los Angeles,109,08-07-1991  (Leo)
2013,Slugging Average,Miguel Cabrera,Detroit,.636,04-18-1983  (Aries)
2013,Stolen Bases,Jacoby Ellsbury,Boston,52,09-11-1983  (Virgo)
2013,Total Bases,Chris Davis,Baltimore,370,03-17-1986  (Pisces)
2013,Triples,Brett Gardner,New York,10,08-24-1983  (Virgo)
2014,Base on Balls,Carlos Santana,Cleveland,113,04-08-1986  (Aries)
2014,Batting Average,Jose Altuve,Houston,.341,05-06-1990  (Taurus)
2014,Doubles,Miguel Cabrera,Detroit,52,04-18-1983  (Aries)
2014,Hits,Jose Altuve,Houston,225,05-06-1990  (Taurus)
2014,Home Runs,Nelson Cruz,Baltimore,40,07-01-1980  (Cancer)
2014,On Base Percentage,Victor Martinez,Detroit,.409,12-23-1978  (Capricorn)
2014,RBI,Mike Trout,Los Angeles,111,08-07-1991  (Leo)
2014,Runs,Mike Trout,Los Angeles,115,08-07-1991  (Leo)
2014,Slugging Average,Jose Abreu,Chicago,.581,01-29-1987  (Aquarius)
2014,Stolen Bases,Jose Altuve,Chicago,56,05-06-1990  (Taurus)
2014,Total Bases,Mike Trout,Los Angeles,338,08-07-1991  (Leo)
2014,Triples,Michael Bourn,Cleveland,10,12-27-1982  (Capricorn)
2015,Base on Balls,Jose Bautista,Toronto,110,10-19-1980  (Libra)
2015,Batting Average,Miguel Cabrera,Detroit,.338,04-18-1983  (Aries)
2015,Doubles,Michael Brantley,Cleveland,45,05-15-1987  (Taurus)
2015,Hits,Jose Altuve,Houston,200,05-06-1990  (Taurus)
2015,Home Runs,Chris Davis,Baltimore,47,03-17-1986  (Pisces)
2015,On Base Percentage,Miguel Cabrera,Detroit,.440,04-18-1983  (Aries)
2015,RBI,Josh Donaldson,Toronto,123,05-06-1990  (Taurus)
2015,Runs,Josh Donaldson,Toronto,122,05-06-1990  (Taurus)
2015,Slugging Average,Mike Trout,Los Angeles,.590,08-07-1991  (Leo)
2015,Stolen Bases,Jose Altuve,Houston,38,05-06-1990  (Taurus)
2015,Total Bases,Josh Donaldson,Toronto,352,05-06-1990  (Taurus)
2015,Triples,Eddie Rosario,Minnesota,15,09-28-1991  (Libra)
2016,Base on Balls,Mike Trout,Los Angeles,116,08-07-1991  (Leo)
2016,Batting Average,Jose Altuve,Houston,.338,05-06-1990  (Taurus)
2016,Doubles,David Ortiz,Boston,48,11-18-1975  (Scorpio)
2016,Hits,Jose Altuve,Houston,216,05-06-1990  (Taurus)
2016,Home Runs,Mark Trumbo,Baltimore,47,01-16-1986  (Capricorn)
2016,On Base Percentage,Mike Trout,Los Angeles,.441,08-07-1991  (Leo)
2016,RBI,Edwin Encarnacion,Toronto,127,01-07-1983  (Capricorn)
2016,Runs,Mike Trout,Los Angeles,123,08-07-1991  (Leo)
2016,Slugging Average,David Ortiz,Boston,.620,11-18-1975  (Scorpio)
2016,Stolen Bases,Rajai Davis,Cleveland,43,10-19-1980  (Libra)
2016,Total Bases,Mookie Betts,Boston,359,10-07-1992  (Libra)
2016,Triples,Adam Eaton,Chicago,9,12-06-1988  (Scorpio)
2017,Base on Balls,Aaron Judge,New York Yankees,127,04-26-1992  (Taurus)
2017,Batting Average,Jose Altuve,Houston Astros,.346,05-06-1990  (Taurus)
2017,Doubles,Jose Ramirez,Cleveland Indians,56,09-17-1992  (Virgo)
2017,Hits,Jose Altuve,Houston Astros,204,05-06-1990  (Taurus)
2017,Home Runs,Aaron Judge,New York Yankees,52,04-26-1992  (Taurus)
2017,On Base Percentage,Mike Trout,Los Angeles Angels,.442,08-07-1991  (Leo)
2017,RBI,Nelson Cruz,Seattle Mariners,119,07-01-1980  (Cancer)
2017,Runs,Aaron Judge,New York Yankees,128,04-26-1992  (Taurus)
2017,Slugging Average,Mike Trout,Los Angeles Angels,.629,08-07-1991  (Leo)
2017,Stolen Bases,Whit Merrifield,Kansas City Royals,34,01-24-1989  (Aquarius)
2017,Total Bases,Jose Abreu,Chicago White Sox,343,01-29-1987  (Aquarius)
2017,Triples,Nick Castellanos,Detroit Tigers,10,03-04-1992  (Pisces)
2018,Base on Balls,Mike Trout,Los Angeles Angels,122,08-07-1991  (Leo)
2018,Batting Average,Mookie Betts,Boston Red Sox,.346,10-07-1992  (Libra)
2018,Doubles,Alex Bregman,Houston Astros,50,03-30-1994  (Aries)
2018,Hits,Whit Merrifield,Kansas City Royals,192,01-24-1989  (Aquarius)
2018,Home Runs,Khris Davis,Oakland Athletics,48,12-21-1987  (Sagittarius)
2018,On Base Percentage,Mike Trout,Los Angeles Angels,.460,08-07-1991  (Leo)
2018,RBI,J.D. Martinez,Boston Red Sox,130,08-21-1987  (Leo)
2018,Runs,Mookie Betts,Boston Red Sox,129,10-07-1992  (Libra)
2018,Slugging Average,Mookie Betts,Boston Red Sox,.640,10-07-1992  (Libra)
2018,Stolen Bases,Whit Merrifield,Kansas City Royals,45,01-24-1989  (Aquarius)
2018,Total Bases,J.D. Martinez,Boston Red Sox,358,08-21-1987  (Leo)
2018,Triples,Yolmer Sanchez,Chicago White Sox,10,06-29-1992  (Cancer)
2019,Base on Balls,Alex Bregman,Houston Astros,119,03-30-1994  (Aries)
2019,Batting Average,Tim Anderson,Chicago White Sox,.335,06-23-1993  (Cancer)
2019,Doubles,Rafael Devers,Boston Red Sox,54,10-24-1996  (Scorpio)
2019,Hits,Whit Merrifield,Kansas City Royals,206,01-24-1989  (Aquarius)
2019,Home Runs,Jorge Soler,Kansas City Royals,48,02-25-1992  (Pisces)
2019,On Base Percentage,Mike Trout,Los Angeles Angels,.438,08-07-1991  (Leo)
2019,RBI,Jose Abreu,Chicago White Sox,123,01-29-1987  (Aquarius)
2019,Runs,Mookie Betts,Boston Red Sox,135,10-07-1992  (Libra)
2019,Slugging Average,Mike Trout,Los Angeles Angels,.645,08-07-1991  (Leo)
2019,Stolen Bases,Mallex Smith,Tampa Bay Rays,46,05-06-1993  (Taurus)
2019,Total Bases,Rafael Devers,Boston Red Sox,359,10-24-1996  (Scorpio)
2019,Triples,Hunter Dozier,Kansas City Royals,10,08-22-1991  (Leo)
2020,Base on Balls,Carlos Santana,Cleveland Indians,47,04-08-1986  (Aries)
2020,Batting Average,DJ LeMahieu,New York Yankees,.364,07-13-1988  (Cancer)
2020,Doubles,Cesar Hernandez,Cleveland Indians,20,05-23-1990  (Gemini)
2020,Hits,Jose Abreu,Chicago White Sox,76,01-29-1987  (Aquarius)
2020,Home Runs,Luke Voit,New York Yankees,22,02-13-1991  (Aquarius)
2020,On Base Percentage,DJ LeMahieu,New York Yankees,.421,07-13-1988  (Cancer)
2020,RBI,Jose Abreu,Chicago White Sox,60,01-29-1987  (Aquarius)
2020,Runs,Tim Anderson,Chicago White Sox,45,06-23-1993  (Cancer)
2020,Slugging Average,Jose Abreu,Chicago White Sox,.617,01-29-1987  (Aquarius)
2020,Stolen Bases,Adalberto Mondesi,Kansas City Royals,24,07-27-1995  (Leo)
2020,Total Bases,Jose Abreu,Chicago White Sox,148,01-29-1987  (Aquarius)
2020,Triples,Kyle Tucker,Houston Astros,6,01-17-1997  (Capricorn)
2021,Base on Balls,Joey Gallo,Texas Rangers,111,11-19-1993  (Scorpio)
2021,Batting Average,Yuli Gurriel,Houston Astros,.319,06-09-1984  (Gemini)
2021,Doubles,Jeimer Candelario,Detroit Tigers,42,11-24-1993  (Sagittarius)
2021,Hits,Bo Bichette,Toronto Blue Jays,191,03-05-1998  (Pisces)
2021,Home Runs,Vladimir Guerrero Jr.,Toronto Blue Jays,48,03-16-1999  (Pisces)
2021,On Base Percentage,Vladimir Guerrero Jr.,Toronto Blue Jays,.401,03-16-1999  (Pisces)
2021,RBI,Salvador Perez,Kansas City Royals,121,05-10-1990  (Taurus)
2021,Runs,Vladimir Guerrero Jr.,Toronto Blue Jays,123,03-16-1999  (Pisces)
2021,Slugging Average,Vladimir Guerrero Jr.,Toronto Blue Jays,.601,03-16-1999  (Pisces)
2021,Stolen Bases,Whit Merrifield,Kansas City Royals,40,01-24-1989  (Aquarius)
2021,Total Bases,Vladimir Guerrero Jr.,Toronto Blue Jays,363,03-16-1999  (Pisces)
2021,Triples,Shohei Ohtani,Los Angeles Angels,8,07-05-1994  (Cancer)
2022,Base on Balls,Aaron Judge,New York Yankees,111,04-26-1992  (Taurus)
2022,Batting Average,Luis Arraez,Minnesota Twins,.316,04-09-1997  (Aries)
2022,Doubles,José Ramírez,Cleveland Guardians,44,09-17-1992  (Virgo)
2022,Hits,Bo Bichette,Toronto Blue Jays,189,03-05-1998  (Pisces)
2022,Home Runs,Aaron Judge,New York Yankees,62,04-26-1992  (Taurus)
2022,On Base Percentage,Aaron Judge,New York Yankees,.425,04-26-1992  (Taurus)
2022,RBI,Aaron Judge,New York Yankees,131,04-26-1992  (Taurus)
2022,Runs,Aaron Judge,New York Yankees,133,04-26-1992  (Taurus)
2022,Slugging Average,Aaron Judge,New York Yankees,.686,04-26-1992  (Taurus)
2022,Stolen Bases,Jorge Mateo,Baltimore Orioles,35,06-23-1995  (Cancer)
